random_rep,pair_id,source_idx,target_idx,patch_layer,matched_norm,base_prediction,patched_prediction,delta_wsr_predicted,direction_seed,base_source,elapsed_seconds
4,11,222,268,19,112.73324134162299,-0.0744144220976672,0.04406265373504653,0.11847707583271373,2580779629,live_unpatched_same_model,1.2413948000175878
4,12,217,403,19,117.51799281220073,0.356841227425656,0.23692395339410552,-0.11991727403155047,179845456,live_unpatched_same_model,1.240935100009665
4,13,209,443,19,119.69797830784465,-0.0405956674567725,-0.056662581485063104,-0.016066914028290608,3153723581,live_unpatched_same_model,1.239446300023701
4,14,322,267,19,140.07018286936724,0.20774430399201,0.10075775439751773,-0.10698654959449226,9452201,live_unpatched_same_model,1.231950199988205
4,15,65,148,19,124.16221683795429,0.0040545803889276,0.145254162579439,0.1411995821905114,3903365524,live_unpatched_same_model,1.241922799963504
5,1,368,13,19,100.27535664750594,0.3222584150282147,0.23764890679674205,-0.08460950823147262,1551331994,live_unpatched_same_model,1.2472149999812245
5,2,340,186,19,124.14250147738309,0.5517011289529234,0.5263394544335553,-0.025361674519368105,3077902630,live_unpatched_same_model,1.2328312000026926
5,3,135,70,19,133.86533456399275,-0.0451771379115059,0.05448638581168387,0.09966352372318976,2664729275,live_unpatched_same_model,1.2344909000094049
5,4,441,256,19,103.68385624866029,-0.0309425523201656,0.0002628413496214347,0.031205393669787036,3103450070,live_unpatched_same_model,1.247431299998425
5,5,84,407,19,103.17152579354456,0.0701096946469617,0.025533368708373888,-0.04457632593858782,3972310844,live_unpatched_same_model,1.2435534999822266
5,6,180,181,19,110.38806055107938,-0.0706881178551478,-0.05293273838291884,0.017755379472228952,2813072629,live_unpatched_same_model,1.2364672999829054
5,7,442,166,19,108.47418947067077,-0.0374219266130395,-0.13957199660668965,-0.10215006999365014,2969761620,live_unpatched_same_model,1.2485489000100642
5,8,353,336,19,109.08276948497313,0.2334113362848168,0.1717582407120993,-0.0616530955727175,326088264,live_unpatched_same_model,1.2521492000087164
